month,employer_id,market,revenue,revenue_minus_direct_costs
2018-06-01,vE4aVJt47hK10P37foSb/emIg7k=,sf-bay-area,2700,540
2018-06-01,u/cFxrCsbcst2xHP/H8xp3TK4+w=,sf-bay-area,6187.5,1150
2018-06-01,MFBC8n35ObNFuVjIH7SDRacCidM=,sf-bay-area,3468.75,693.75
2018-06-01,dyr4nQitIYZS7V2RrxB6IjB30N4=,sf-bay-area,520,104
2018-06-01,QCPmPUJjxaDT/AUYnrvtnct9gWM=,sf-bay-area,562.5,112.5
2018-06-01,UvUqhcdwAqIbUymebPS37SXWyKU=,sf-bay-area,0,0
2018-06-01,CP04AW917xkURZyhqsHFOhxw9jc=,sf-bay-area,0,0
2018-06-01,EpnysZoAvJ3gxJLy+y7JrJ83wo0=,sf-bay-area,4410,882
2018-06-01,PXKbqQcqE7irKkhePGQ9iSeWiJY=,sf-bay-area,430,86
2018-06-01,0XRb+YOK5IKwzXcWL1f7otxrd/E=,sf-bay-area,4160,738
2018-06-01,yfWpKX3iYDRsKspe+g/kRRT5gIM=,sf-bay-area,4645,835
2018-06-01,7W1iFN4qd0hmbnctR27G5NS6tzA=,sf-bay-area,6500,1130
2018-06-01,GJoo5tN76WIjT+e9Ak7aCjJPiao=,sf-bay-area,210,42
2018-06-01,oWC9dv1uuKqebGC5AtaRNTZayxs=,sf-bay-area,9680,1892
2018-06-01,Fuf+ahNMC16Cx7r/FZgr6/8eaJI=,sf-bay-area,400,80
2018-06-01,E92CvKS1kXnU/SFhuf8d5sfcyvg=,sf-bay-area,3200,600
2018-06-01,ZDUhmjBlZnMY8dXsRuNdqIxyONg=,sf-bay-area,1800,360
2018-06-01,nAhDY5loVW2GPiDr2cPkiZxJvN8=,sf-bay-area,5400,1080
2018-06-01,i3Wld8/ZkYm7wSn0PUGh/jNPs+s=,sf-bay-area,6250,1235
2018-06-01,aCPVb/SU8DKZwTm3QL9w0MdCrPo=,sf-bay-area,6870,1350
2018-06-01,Dog5uOJE+0LPrFfxcjyLkOSmr4E=,sf-bay-area,2187.5,297.5
2018-06-01,clhZUiN2qiQCpcCh5DvzzRulWuM=,sf-bay-area,3650,658
2018-06-01,kcOMtFYSRqMHb9k1T7Ry9WlKDX0=,sf-bay-area,7437.5,1347.5
2018-06-01,eFI5IOAAWJrXxo33RG25NITMygc=,sf-bay-area,7958.25,2063.247937
2018-06-01,jExdMkxJ2LS4Kz2ZblIRkur83SQ=,sf-bay-area,440,88
2018-06-01,Qx8pYWk+z6ajSVlGE9ys3+95Qxs=,sf-bay-area,1000,200
2018-06-01,FhlRZ4No3UibFYcwWNfYotgshag=,sf-bay-area,2800,520
2018-06-01,qYC1uCHmb5S3uLL6Gb6mthh4ZA0=,sf-bay-area,4180,836
2018-06-01,jqhS0o1eKWa8/ovc+DSnv3xE/Lo=,sf-bay-area,4560,912
2018-06-01,mDybybJFBENi2ND05EFGspDCwJE=,sf-bay-area,1850,326
2018-06-01,GxdJod9SlpdPdSqTRkPhw6K69Zk=,sf-bay-area,7460,1448
2018-06-01,Z8xXamSfmOMsLgdEncVgUChF844=,sf-bay-area,420,84
2018-06-01,E7Qr4Uv6NhXNFXQL1woWTOfakc8=,other,0,0
2018-06-01,1f0jHB+A0DsEGn2lW/bc0zYjWUk=,sf-bay-area,1400,280
2018-06-01,EkcGVOuD4MlfcFz+Xyqo7aiaKkA=,sf-bay-area,200,40
2018-06-01,AFcz/spj+E2CUTGQg7A2rdiD/q0=,sf-bay-area,300,60
2018-06-01,xDIp6DbNTg+Gc8t9Ok7nyPDtbGk=,sf-bay-area,2000,315
2018-06-01,eEVP+1kiDs6oZ1pCNYTGVfYFFv4=,sf-bay-area,1800,200
2018-06-01,uAd7u6Ig3ikGuGn/QzuwbkRjCUI=,los-angeles,5600,1450.4
2018-06-01,YX1zcbcfOmsmaxQYU5P1VQZU61M=,sf-bay-area,7360,1352
2018-06-01,QpW5ENq3roxAx/7fauBYS9Dz3i8=,sf-bay-area,1010,86.8
2018-06-01,+Zr5coa46rVtUY68oOulsoexlwg=,sf-bay-area,2800,560
2018-06-01,Q4bwFzQpm3L8fOa9PiF1uT25zHs=,sf-bay-area,500,100
2018-06-01,4izVdKNKu6hl2+m8bKVZc0deklM=,sf-bay-area,900,180
2018-06-01,aUiX0MruH3FAcUDj6PvtpgVTgMc=,sf-bay-area,1080,180
2018-06-01,AMzJd7E79qLz0RFbm7vMIQ/zy2s=,sf-bay-area,7692,1247.8
2018-06-01,T6AsjcPPKSYHsRb/EQq3JJDEMSY=,sf-bay-area,3600,572
2018-06-01,SBvu33TDGjLp/CK51fUGVZmh//k=,sf-bay-area,8400,1365
2018-06-01,1thmulALevQQVBfrzOHtoAjkn9k=,sf-bay-area,550,110
2018-06-01,PktPWkZv4+D/DeMlMYUUfts3Q2U=,sf-bay-area,2420,176
2018-06-01,bXyNyXHOmnBBfkPekW+/URMjxCE=,los-angeles,6360,1456
2018-06-01,wxL3Bdwv/G0ntODo6u+uX58r0HY=,sf-bay-area,7380,1476
2018-06-01,qLV70khDzzIug3W/+YQ9BQpFwTw=,los-angeles,3240,648
2018-06-01,4dSOyL8VHs6Vy/sg9g4g9F1kDco=,los-angeles,8160,1632
2018-06-01,95jY5UKdulyeeX7hvyO9D1kYKrs=,sf-bay-area,1800,344
2018-06-01,pb8A2ZDfPOfVzeRKWPouv3dZKvA=,los-angeles,6840,1368
2018-06-01,WVQIuDuJr5xOU5Yb+omA9vuOVQ4=,sf-bay-area,3000,555
2018-06-01,vmr8zpdA0JWJo+9FuJwcqaPp+DE=,los-angeles,960,224
2018-06-01,VPa52DTAsWHiaS/G0mNOyFwGGSI=,sf-bay-area,5625,1050
2018-06-01,gu4myzWN48ajw8laGgYaqeH7OOI=,sf-bay-area,404,67.4
2018-06-01,LHhAYdpvXxRH9fsjF0sYENunOK4=,sf-bay-area,3434,673.4
2018-06-01,fxrMPPox6TLcVa5oXvyORi4JqIs=,sf-bay-area,909,143.4
2018-06-01,U7PuXEZrAg8U1lBw/g0tSMk0zYw=,sf-bay-area,3333,659.6
2018-06-01,GqilIQLV/qpBEZDVRAP/THAFGGU=,sf-bay-area,606,81
2018-06-01,bR2hIaNUEH3Bm37JnA95Otpd2wc=,sf-bay-area,8686,1616
2018-06-01,jjf7NCAF3y4of+c0ho9bK6yXEvA=,sf-bay-area,2929,532
2018-06-01,RrYtt/fGkvi6ZvKmMJMUICEE4Qo=,sf-bay-area,6565,1065.2
2018-06-01,Ap64UKJR0Uav2VxoMuDGdHNYMnk=,sf-bay-area,1111,222.2
2018-06-01,lHtahdTgbzZqj0HGxOgdCozD6sQ=,sf-bay-area,3737,333.6
2018-06-01,Fewe9OrZysy35CAP+zJHbT/okWs=,los-angeles,6960,1624
2018-06-01,EDNn+iAiOrnSviOzIOl/twNPq/8=,sf-bay-area,4400,785
2018-06-01,+fWLVBEoYmXvUJPLkkkQyGDVHqs=,sf-bay-area,5625,1125
2018-06-01,3+lEk6PwKRT8rATBdDHl3kAGLYo=,washington-dc,1225,210
2018-06-01,wsYgsPW1d3prOQoWTJJkGOExFXo=,sf-bay-area,283.5,56.7
2018-06-01,sXzB38AVFc709kyUurMQFWmelHU=,sf-bay-area,94.5,18.9
2018-06-01,Y3DrdXTeQyxHRyim1ZW3qrWoN14=,sf-bay-area,14950,2927.5
2018-06-01,ingflIO1C8pwtJa2YMUCcaDzuv0=,los-angeles,10832.5,2527.583333
2018-06-01,+iDPvCzJR7ohTgjAJ3sQ2pvI3W8=,sf-bay-area,240,32
2018-06-01,4XmEQYOTa9zJc46TgS7rypn2L7w=,los-angeles,10552.5,2462.25
2018-06-01,sO8A34fFNBPyzD2nTkbj1HHAZNg=,sf-bay-area,1400,280
2018-06-01,ULad874F9qSTZD5uMSzn10kLhg8=,los-angeles,7320,1708
2018-06-01,WVwHC+sd5kzSlyO/zjOK/uc4em4=,los-angeles,16927.5,3393.75
2018-06-01,PwaQMv5sLT9DSqrjRr+T02jyi/8=,sf-bay-area,3600,665
2018-06-01,gwk98X0yT87rrrXcTxkhObmQZCA=,los-angeles,10472.5,2443.583333
2018-06-01,kiGt1hwUf/fUEW1RsjxG1Xc3Erw=,los-angeles,480,112
2018-06-01,NqStHkUnB8kA6OgZjGqvNwD5Gk8=,sf-bay-area,3206.25,356.214375
2018-06-01,f+j1ED2wNqB10aAG1mFUrqt+Amc=,sf-bay-area,1603.125,178.1071875
2018-06-01,tIuQmMEwjiHtQkLid0CfVw1Cas4=,sf-bay-area,900,24.99125
2018-06-01,EWxqlZY9qGwcsmUEiErgBaSMJjw=,sf-bay-area,984.375,109.3640625
2018-06-01,EJBBFLz8I19BGh2ZdwUaAMpC07Y=,sf-bay-area,590.625,65.6184375
2018-06-01,B8L87NTKwFIOmMCbHfy9EuA1M0s=,sf-bay-area,196.875,21.8728125
2018-06-01,9JL7dCeFHINiZlupbAVojTgQLnM=,sf-bay-area,3093.75,171.8453125
2018-06-01,G/fDi6YUDt1B8jcS4VOHSGE4mpg=,sf-bay-area,900,99.99
2018-06-01,+zmk4Bj0yR7sZl+mwtjIOfWmmOQ=,sf-bay-area,618.75,-6.255625
2018-06-01,04b3s6mXzSdcybDi8ek9IalA0jU=,los-angeles,7377.5,1523.436667
2018-06-01,oSS7zxrJjfKjX7/VQWzzOeVWeX0=,sf-bay-area,4298.85,-367.31
2018-06-01,1LzqNIVJ3PKgHbPYFzW0BOch6bY=,sf-bay-area,1674.1,73.525
2018-06-01,aZg7M+SPiJDldDTM/sXBIwo1Mv0=,sf-bay-area,537.05,33.705
2018-06-01,soCV8Ca0OFQnHGCt4uazQ9v7VzA=,sf-bay-area,1685.25,69.64
2018-06-01,TQ4hK5515oyAwc1EM1CxehYHffQ=,sf-bay-area,2323.5,-5.42
2018-06-01,+TImyytwRMzbqI3m7nZJ6fiKVmY=,sf-bay-area,0,0
2018-06-01,74jS7K8eIzXSqwzxOdH4IofCu8k=,sf-bay-area,1260,93
2018-06-01,N21K+HJs/uN3KrAU6sT1LgY66JA=,sf-bay-area,0,0
2018-06-01,67lTbdJA8Cx9vAU59ctXV76xOKg=,sf-bay-area,708.75,183.75
2018-06-01,A+qMiWV23GGFhn92ubvWhJAgSzU=,sf-bay-area,236.25,61.25
2018-06-01,cEonxMcBvyKTPDx9uCl5VYq5oCs=,sf-bay-area,6547.51,1697.502593
2018-06-01,TuBdM3vuXsiSyGWgr6I5vF0Yj/Y=,sf-bay-area,6142.5,1592.5
2018-06-01,+MLSEDjDgcZOPVu9seT56Ueo/Bo=,sf-bay-area,484.38,-0.62
2018-06-01,zPe9GytCwYZhkybxBSmWEeaSgZ4=,sf-bay-area,2131.25,426.25
2018-06-01,X7VETP5HJqlXhE2hN5gnV9aaihE=,sf-bay-area,1937.52,367.504
2018-06-01,FdzgjDxMTCeMrhqQEBkJeJrz0xI=,sf-bay-area,0,0
2018-06-01,PoPPDfU9rjHxwhJ64zU0Kzsf0p4=,sf-bay-area,0,0
2018-06-01,u5+KNSGu0UDL8FGHA+5A4bljNkw=,sf-bay-area,3003.14,483.132
2018-06-01,hOpV6AQD9AaHSXE61sBEDYZdCIM=,sf-bay-area,193.75,38.75
2018-06-01,G1cgfV3R/f5VmICIHyWVORRE/SQ=,sf-bay-area,4068.75,813.75
2018-06-01,2MFH9nwWRPqeSps+QeWR+NNRIzk=,sf-bay-area,3100,540
2018-06-01,vXn3Z63lR2txCPADorWC40MIurs=,sf-bay-area,968.75,193.75
2018-06-01,R+BFbU92QlH0tYeYjLYQlETZdK8=,los-angeles,2400,560
2018-06-01,nNDwKnkZl1vRle90fVZQ6V6ZdwY=,los-angeles,53512.1,12430.15667
2018-06-01,DEJV1mWDJu6aIXPW6lStOTBd96Y=,los-angeles,3480,756
2018-06-01,UbZ1MI3pnEj2E+Opptmq9+tfvxU=,los-angeles,9720,2268
2018-06-01,pGr0ecB8kjApNuK0SxdJiJu7UCk=,los-angeles,26070,5711
2018-06-01,Sz3MGk0FYslQFjQxc87TPUoKHB4=,sf-bay-area,1312.5,262.5
2018-06-01,3eVdHug+RNnpEzgnIdf+3e+KIOU=,los-angeles,17270,3762.666667
2018-06-01,STVrbQt3sBALPPbAwki0ntxxrxo=,sf-bay-area,600,120
2018-06-01,n1AB+HYXS+Sftw8pPLKhca6Lbzk=,los-angeles,200,51.8
2018-06-01,AIHT48dXWEE6xMBzjDuFuGZW7m8=,washington-dc,949.4,189.88
2018-06-01,sOjZVLX7M0+XF3jY8SYVJivs6p8=,washington-dc,3106.8,621.36
2018-06-01,dxTFT/4pnWkwSRJLDOF5rntH8JI=,washington-dc,172.6,34.52
2018-06-01,9S23LgZpGYBCP7vrL4lkUKqHTKI=,los-angeles,7800,1968.4
2018-06-01,aAXBYdM15QVel/VCve4kp7bHcPY=,los-angeles,1680,336
2018-06-01,1jNj0OukGn/ruRBZkEzB/+3lzn4=,los-angeles,3450,525
2018-06-01,+NH9iqHZftYVWPreA6V1PjDHpU8=,los-angeles,0,0
2018-06-01,QhbKIvKJRKNYJnZ8QXT7ptGozAM=,washington-dc,87.5,17.5
2018-06-01,ek0MZvXYj4QvZ1ky98apXiRVcq0=,washington-dc,140,-10
2018-06-01,xktYHF+sQWPUs1fjSAtv4442SZI=,washington-dc,630,126
2018-06-01,dGp4ReEGDL0wwidTgB/33a35Ljs=,washington-dc,1400,280
2018-06-01,6quqp106YASrMk0B1lFYku7Vr7k=,washington-dc,1102.5,203
2018-06-01,gu7Gg54eMwM7uCQgkUD9ZOoR/ik=,washington-dc,175,35
2018-06-01,l4E1Y12WVhZfRLfyIml8cm2Co5U=,washington-dc,175,35
2018-06-01,12DB5nViCNZ/xE5H7DZEEmirdCg=,washington-dc,1225,235
2018-06-01,T7nZEj3LfMjC/chv+HfyRWAVSL4=,washington-dc,700,140
2018-06-01,ptGapl2XTj7Usb1LgxVF2Vs4Pxw=,washington-dc,2100,420
2018-06-01,gGbjRq2ZU9OCMTxnuhNvAKt6Lso=,washington-dc,8400,1680
2018-06-01,ztNDrJPOdUMu6mnR7d/aUrs+9lM=,los-angeles,240,48
2018-06-01,1HRuo1Y4M6fpvYy0PtZqigBCrRc=,los-angeles,8880,1680
2018-06-01,OPBSFIDn53hJj7+3sni9FzM0bRo=,los-angeles,9600,1824
2018-06-01,daxKqjSwBUq+qhbb2dxKlXGKotE=,los-angeles,2520,504
2018-06-01,gwKhMdwjJFNEcT+tuZB06yvCKrA=,sf-bay-area,1225,245
2018-06-01,BZhcjn+Uvj+szjQSqch5C0oCbwI=,sf-bay-area,6600,1305
2018-06-01,QJaW5U01qAgIPW63qP4Gx9GCNqE=,los-angeles,400,51.8
2018-06-01,rA/PIpv+NQkn7VVtPkeGwkzJKcI=,los-angeles,14800,3574.2
2018-06-01,zd9lqw9nX/YBW1WNlFUlLi2doNg=,los-angeles,3240,868.8
2018-06-01,SP5hDDAvGKFfHiZ4YuzszZ2AuqI=,los-angeles,6892,1378.4
2018-06-01,KbGoFk3eExpu8EWDvVLUW6ZOSDA=,los-angeles,0,0
2018-06-01,H6CB3Fcu9YLAnDB9mdTQXhBGLTk=,sf-bay-area,5400,1080
2018-06-01,JY8VRZopTG3K4jmm4vobdRSVOhg=,sf-bay-area,1104.4,110.44
2018-06-01,HxBFKMlh7qlGYl5iYr0caYQy3FU=,sf-bay-area,488.4,48.84
2018-06-01,w9cK7JcxmD0UV9lwy9FxnQj1GMk=,sf-bay-area,862.4,86.24
2018-06-01,9DUR54/WVBZUaW2oQXJLypN2+fA=,sf-bay-area,1236.4,91.94
2018-06-01,sP/tUAp2lFSAYYQcVfMC43IKK90=,sf-bay-area,3361.6,329.46
2018-06-01,RjdIKks/S98OgY/lKGgJkszk6qs=,sf-bay-area,7612,761.2
2018-06-01,gR4zPyNvS4E0NBeBP+U5ad9C6Ks=,washington-dc,54,10.8
2018-06-01,fa4qpJRMR7/UIljgq9VR4qP/IM4=,washington-dc,194.4,38.88
2018-06-01,uXKGkNDC9IVfpH+Ba6pXpO3R72M=,washington-dc,518.4,103.68
2018-06-01,h01eePJVvaQWdHEAC5D/PCY195A=,washington-dc,140.4,28.08
2018-06-01,RfPIi9mYDF1RZb3mC6rxZ7zFd+w=,los-angeles,198,39.6
2018-06-01,HoCN7FojjqrfN0QmMDZyWBrjXUA=,los-angeles,0,0
2018-06-01,sxxo5bUJYl9vujzfvdHcei27dK8=,los-angeles,594,118.8
2018-06-01,tKTOaCaxHbU3eEPRW3F8a3tSzME=,los-angeles,1386,237.6
2018-06-01,dXuEShn9+5c/aLgERqSAst8q0q8=,los-angeles,198,39.6
2018-06-01,x49Ko3FPHzusWXkLwTKKzBniwEM=,los-angeles,0,0
2018-06-01,H6ewvANymkl0Nboou7Uz8r2aYi4=,los-angeles,99,19.8
2018-06-01,OgCkhAbJRRXTmn+8U5CQiHuYg3A=,los-angeles,396,79.2
2018-06-01,ok/cAcKYW377+xYT9mpr48lbles=,sf-bay-area,500,124
2018-06-01,igo/Unu8e0S5/bKzOPC0gSDmNvQ=,sf-bay-area,2530,506
2018-06-01,sVsBDGujmyL4VlO0+h2byjncyJU=,washington-dc,150,30
2018-06-01,8/r//s+tW6TOqgQfYBmq8BRK6Qo=,sf-bay-area,800,160
2018-06-01,+AAWHiyyaVstDQDyp0TvWWmbUBs=,sf-bay-area,82.5,16.5
2018-06-01,2/Z5C+VQRYRr6W7ODw+LEsvCEnA=,los-angeles,2640,485
2018-06-01,Qx91depzKiQdUbjcYCUQZfVl9B4=,los-angeles,495,99
2018-06-01,Tfx27r8GvjZCCmUAX5aECwzOWIg=,sf-bay-area,6240,1080
2018-06-01,GQaUDf3xK+mUZf0sZe1H+PQdyCo=,los-angeles,1200,25
2018-06-01,DAOb8dgIVWF3c8feQAhcqA85PY8=,los-angeles,400,76.8
2018-06-01,U6BYvoZIhYPCpg2/v6FMECGlIQE=,los-angeles,5200,1295
2018-06-01,HHzj9CSt2xBFUm4zk8nAZQIrDOI=,los-angeles,5600,1370
2018-06-01,oCCXvPTp5hg8wVKVygaDN8dVyrA=,los-angeles,4600,1164.6
2018-06-01,X9TdqjT8H3u4b+hwDeB1rTV74Hw=,los-angeles,1400,362.6
2018-06-01,EAJM+3QGD7aN7Aw0azXgiJxCiQ8=,sf-bay-area,336,33.6
2018-06-01,tZZ0Y8RvHfJ/d31ts3N+PU4Rexc=,sf-bay-area,896,89.6
2018-06-01,DIbTh7t/DJ7VF6Hzn40q95775bU=,sf-bay-area,2912,291.2
2018-06-01,MGV2rAZtYULlVc/wHisB33rXou8=,washington-dc,540,108
2018-06-01,XKWMq3IEC6jqi+LmkbwKjS8h3cc=,sf-bay-area,0,0
2018-06-01,mIIED9Kca7hvDbfG8jgXvDqwnC0=,sf-bay-area,6392,1151
2018-06-01,U22qMY49tnW9C3CQAZNA4vta/iE=,sf-bay-area,2090,418
2018-06-01,XCgauYTdmr2kqqAK79jU8Ltbtpo=,sf-bay-area,2400,480
2018-06-01,27hls8qwjarPNhDPswjyylBcu+M=,los-angeles,4875,975
2018-06-01,8J7at8P51Tnk7zGPd7lDIG7aLHo=,los-angeles,300,60
2018-06-01,shyxcnOWJtPWVd3nLB+6oS+jNv8=,los-angeles,1500,240
2018-06-01,C13vZdj8D+swBaHvefgi8dDTmVY=,sf-bay-area,3417.6,683.52
2018-06-01,h2IWPzSoUdNfgafsF0IktPvK7Bk=,sf-bay-area,960.1,112.02
2018-06-01,sVlqgrck6Oi61WyTvastqjGqos8=,sf-bay-area,2663.2,532.64
2018-06-01,mzA2u9qGy2IjSE9S4+oCdl9ybsM=,sf-bay-area,200,40
2018-06-01,wt20fiRsknTIwJw+e2fx+u5Xxxo=,sf-bay-area,800,160
2018-06-01,MnNC5kkgzhGGure9EaKU0HJm+cU=,sf-bay-area,1000,160
2018-06-01,3vJWQQRNkhK+EDF8HhAYYdI9KZ8=,sf-bay-area,1856.6,331.32
2018-06-01,NjJX2M6r+WSplhScWuRM9nHiNgw=,sf-bay-area,800,160
2018-06-01,GYFtO1WsZs8TbxPY/kRCKzR6WYA=,sf-bay-area,1188.6,237.72
2018-06-01,v2HSuPMMgiGWsu5vXA/brS0xw4Y=,sf-bay-area,400,80
2018-06-01,35PecRgviLxXsU0kQ65wm6nctVo=,sf-bay-area,294.3,58.86
2018-06-01,D7vVsiYNmK4/5RZA3Coz0C2B39Y=,sf-bay-area,5200,900
2018-06-01,d8lXzp8yzbQ9ba9/BDKnSyy9VbI=,sf-bay-area,188.6,37.72
2018-06-01,m0yTD6oN1l8WTAWDxCX2OqjvOZw=,sf-bay-area,0,0
2018-06-01,2uCOuMnJuI1XkpBh4Yn/6Ie4ooc=,sf-bay-area,1000,200
2018-06-01,M/Kh1aT6s0yNSkwXwJUk0lQJZKM=,sf-bay-area,3100,620
2018-06-01,7a7/b+Bn7K4+FoPc7dh1rq1rrU4=,los-angeles,5504,1037.2
2018-06-01,meT/Y8DNMXBgqz8uL05gXjy/5Og=,los-angeles,4644,796.4
2018-06-01,H4+q7Mqp/GXuhBuv0zpJ1Qq8CVk=,los-angeles,1820,364
2018-06-01,GTbN6n6qkr6MFoSxr3byNVUYk0U=,sf-bay-area,7396,1479.2
2018-06-01,hZWdXSd6LOoKeXVwLlVbSU/3WNQ=,sf-bay-area,768,153.6
2018-06-01,GmMev78Cy7ZxeMc0+EuYeMhwC+0=,sf-bay-area,3182,636.4
2018-06-01,Ir8vVipxPCxnLKyxM3stHV7+pXc=,los-angeles,336,67.2
2018-06-01,sufXIm6EQJ9Zs0rL3Y/HcEpCsz8=,los-angeles,2403,480.6
2018-06-01,KVteCZg545wute/Tv9gNqLISD+k=,los-angeles,4368,670.6
2018-06-01,ta/d9izsDTW8khYVVWQVJo/CtIk=,los-angeles,3276,506.2
2018-06-01,Qgtw9GxA/wZSy7ED1U70JuDm7UY=,los-angeles,84,-91
2018-06-01,2thdKdGG4QqqBKbe9USi5YKCGfc=,los-angeles,712,109.8
2018-06-01,HHCfZuLZua3V8rIe276J/XloGuk=,sf-bay-area,0,0
2018-06-01,PZsgS5BHDu4UKI2ucft85AMXSmc=,sf-bay-area,4200,840
2018-06-01,Ovy+P6AuQyWzLP99MROjrP9r99A=,washington-dc,1200,132
2018-06-01,HupV6pIExOYN0swANoe+QW9G+e8=,washington-dc,185,37
2018-06-01,K5zI/ClodM8UuVfftERflNczYJg=,sf-bay-area,178.25,23.1725
2018-06-01,O0wLoD24v96j4qXenx17EtVXZJ0=,sf-bay-area,178.25,23.1725
2018-06-01,21JCqoUX+vo7zRS+50SW9pQWxew=,sf-bay-area,0,0
2018-06-01,Tc8EK8ll1DXMfvnn8XjAPmuYHPU=,sf-bay-area,1260,126
2018-06-01,EbWtbuXgJSNFk9u44Np1kJEcPZU=,sf-bay-area,7544,1508.8
2018-06-01,jaFvHEmGhbUDaNEHONFvnYZT1Xs=,sf-bay-area,0,0
2018-06-01,OTJH+BWRlhOSsqwEsJpucMLfK/8=,sf-bay-area,7500,1450
2018-06-01,TxPmtTCEFsd3oxt5ZWJw1xlbTeU=,sf-bay-area,6500,1300
2018-06-01,ooRN2WK9Cn/2tWXHxUs+o9oJj1k=,sf-bay-area,16000,3175
2018-06-01,lD5iFnwtWT9tsZU262k3qvNYtLg=,sf-bay-area,2436,474.6
2018-06-01,X3vUR9rJa9RP3WFp37h9a6HtIng=,sf-bay-area,4680,936
2018-06-01,UOjgUEZ5JEo5fd0JFu3LTHtRIC0=,sf-bay-area,540,108
2018-06-01,ktIvor06M9QE0J/p5EW5T6fo6ZY=,los-angeles,2275,455
2018-06-01,yBceqLwOANDdkYfTbD4ro2Mv3eg=,washington-dc,2625,485
2018-06-01,tn96m2VrNaRH7N9/2/x7knF8qhw=,los-angeles,1568,313.6
2018-06-01,1OgFcDnl+RQ0+nxAqZNzRDJUrR4=,washington-dc,12280,2254
2018-06-01,rIlMJuz2j+4W7rXrdTec1vmjUu0=,sf-bay-area,1440,192
2018-06-01,MQ+orx+F5VeaPQvZT7pZ8iO6MYM=,sf-bay-area,1200,240
2018-06-01,RZN6CS3g5JM9G+Gy1dB1l/egkVo=,sf-bay-area,640,96
2018-06-01,+b3t0D7WGkMP7tlbwAjA8zJ6te4=,sf-bay-area,240,48
2018-06-01,Zqd/5Lt9eEN4VuIAJn4YTNXSI30=,sf-bay-area,280,56
2018-06-01,+6ZM6gXsDfUj4IlFn762uM/XS+c=,los-angeles,1960,-568
2018-06-01,aGxA3AMHfeFUgZmm/yVouaaQaJA=,los-angeles,0,0
2018-06-01,SM6IWhnnj+ylMTFXy+ElgCnew9U=,los-angeles,70,14
2018-06-01,6fsUYWhRrpI9qpRaCWpwtnpjNa8=,los-angeles,10820,2164
2018-06-01,nzBfYdaOcBUoXiviLooJI8aAdgY=,sf-bay-area,534.75,69.5175
2018-06-01,UgD+eBiOwuTqLVH9qInkn+GuoNQ=,sf-bay-area,720,144
2018-06-01,1PP2masbp15yANzZ6tTQcelfFgI=,los-angeles,2640,528
2018-06-01,9SJVPcJxyxJey8eoofE5k59nSJo=,los-angeles,480,96
2018-06-01,5eYjT1udPzcx2LDl60pKIZwoS7Q=,los-angeles,3720,696
2018-06-01,jLyXdyjWbQYwMpx1FXQsNqSwiIs=,sf-bay-area,2762.875,359.17375
2018-06-01,WTMyuwBM+/ODInBod7KsL5mn548=,los-angeles,360,72
2018-06-01,zRlaVNW3jEhjOjQZ42ibQ6D6Nrw=,sf-bay-area,6773.5,880.555
2018-06-01,uQBoc5FI++MCWbGuI3XbG75gj00=,sf-bay-area,0,0
2018-06-01,Ml0QIgqcgrgUuYZ1v5lNpgH7NVQ=,sf-bay-area,534.75,69.5175
2018-06-01,grzFbmfgioOtBsoi50r/nvBNM94=,sf-bay-area,900,-10
2018-06-01,cvMW/eNSFIV5EIlAuWPQ8xZgpMk=,sf-bay-area,4739.403,616.12239
2018-06-01,8koVuYv8PMbskBiTHBrAPz92Dfk=,sf-bay-area,356.5,46.345
2018-06-01,qL9c6L+rU9wjsiBv4U6gEOt77tM=,sf-bay-area,980.375,127.44875
2018-06-01,LddLvEMvRhVGx96pzdteImPXo+k=,sf-bay-area,2852,370.76
2018-06-01,L47edxOxNXz6fxaGQyuGXkibRAI=,new-york-city,6250,1250
2018-06-01,ZJziuIJdZIWZWtPqIZEV8mnhSgQ=,sf-bay-area,156,31.2
2018-06-01,7lMbfdC4qCocgO6Ew2bJ11fJt58=,sf-bay-area,1585,317
2018-06-01,Ou5a0UbRCLeTnw7Iw6x/bW79o4M=,sf-bay-area,385,77
2018-06-01,nuGsZ4zsBzbPDqjZW2DsPzQc0Z0=,sf-bay-area,2000,400
2018-06-01,fQXqsQ6EbqfljCybhUJCxXi432o=,sf-bay-area,5300,1005
2018-06-01,/ObI10BqGol67TaHKfJRgX7sx/o=,los-angeles,7325,1653.166667
2018-06-01,/LftQ9oKW5Asc4+2UJ3tZxfD0xk=,sf-bay-area,4125,825
2018-06-01,amwfxw80hBOebkAfwd0TvEuEOQ4=,sf-bay-area,13125,2575
2018-06-01,85q64APp3xJKeula2Ye4I08EFro=,sf-bay-area,6250,1050
2018-06-01,QGHAjeB+NE4x3ITnqe/7Kep2sOc=,sf-bay-area,10375,1875
2018-06-01,N0n8A4W7v5AwHSfy6P1ylGIdcqI=,sf-bay-area,12375,2475
2018-06-01,lFpbdigfjp/f66RD60l6nE1EZSk=,sf-bay-area,4250,850
2018-06-01,Qt0A1WyQCRuLRyu4BB7AIvLqHaM=,new-york-city,825,-315
2018-06-01,eluswfTOjZtX36Vo7S313OwwqYI=,sf-bay-area,0,0
2018-06-01,DDWtGldAPp4syuLqUGEginPfAGI=,sf-bay-area,1173.75,184.95
2018-06-01,TtAsT8nZ8iGijOSAeNCHKJAagv4=,sf-bay-area,200,0
